,covid_hospital_admissions_per_100k,covid_cases_per_100k,doses_per_100k,case_rate_per_100k,death_rate_per_100k,clusters,cluster
51303,2.5,36.09,202765.0,28917.0,369.0,2,dark purple
51304,2.4,39.4,202765.0,28917.0,369.0,2,dark purple
51305,2.7,0.0,202765.0,28917.0,369.0,2,dark purple
51306,0.0,52.52,202765.0,28917.0,369.0,2,dark purple
51307,0.0,37.69,202765.0,28917.0,369.0,2,dark purple
51308,0.0,0.0,202765.0,28917.0,369.0,2,dark purple
51309,3.5,7.92,202765.0,28917.0,369.0,2,dark purple
51310,6.1,97.9,202765.0,28917.0,369.0,2,dark purple
51311,0.0,57.07,202765.0,28917.0,369.0,2,dark purple
51312,0.0,16.66,202765.0,28917.0,369.0,2,dark purple
51313,2.3,36.08,202765.0,28917.0,369.0,2,dark purple
51314,4.4,57.42,202765.0,28917.0,369.0,2,dark purple
51315,2.7,19.03,202765.0,28917.0,369.0,2,dark purple
51316,5.6,22.97,202765.0,28917.0,369.0,2,dark purple
51317,0.0,0.0,202765.0,28917.0,369.0,2,dark purple
51318,3.5,38.11,202765.0,28917.0,369.0,2,dark purple
51319,5.8,25.8,202765.0,28917.0,369.0,2,dark purple
51320,5.8,60.4,202765.0,28917.0,369.0,2,dark purple
51321,2.3,9.75,202765.0,28917.0,369.0,2,dark purple
51322,2.5,98.83,202765.0,28917.0,369.0,2,dark purple
51323,0.8,63.96,202765.0,28917.0,369.0,2,dark purple
51324,3.3,15.31,202765.0,28917.0,369.0,2,dark purple
51325,2.7,0.0,202765.0,28917.0,369.0,2,dark purple
51326,2.3,23.63,202765.0,28917.0,369.0,2,dark purple
51327,4.2,58.39,202765.0,28917.0,369.0,2,dark purple
51328,2.5,28.42,202765.0,28917.0,369.0,2,dark purple
51329,3.3,16.18,202765.0,28917.0,369.0,2,dark purple
51330,1.8,0.0,202765.0,28917.0,369.0,2,dark purple
51331,1.0,9.92,202765.0,28917.0,369.0,2,dark purple
51332,0.0,8.34,202765.0,28917.0,369.0,2,dark purple
51333,5.8,69.97,202765.0,28917.0,369.0,2,dark purple
51334,0.0,7.8,202765.0,28917.0,369.0,2,dark purple
51335,4.4,21.29,202765.0,28917.0,369.0,2,dark purple
51336,4.2,12.85,202765.0,28917.0,369.0,2,dark purple
51337,1.8,109.92,202765.0,28917.0,369.0,2,dark purple
51338,1.8,31.79,202765.0,28917.0,369.0,2,dark purple
51339,0.0,20.62,202765.0,28917.0,369.0,2,dark purple
51340,6.1,114.93,202765.0,28917.0,369.0,2,dark purple
51341,5.8,31.68,202765.0,28917.0,369.0,2,dark purple
51342,0.0,0.0,202765.0,28917.0,369.0,2,dark purple
51343,3.9,55.82,202765.0,28917.0,369.0,2,dark purple
51344,4.2,21.63,202765.0,28917.0,369.0,2,dark purple
51345,6.1,53.59,202765.0,28917.0,369.0,2,dark purple
51346,3.5,24.06,202765.0,28917.0,369.0,2,dark purple
51347,0.0,44.04,202765.0,28917.0,369.0,2,dark purple
51348,4.3,0.0,202765.0,28917.0,369.0,2,dark purple
51349,5.6,151.72,202765.0,28917.0,369.0,2,dark purple
51350,4.2,44.82,202765.0,28917.0,369.0,2,dark purple
51351,3.3,33.21,202765.0,28917.0,369.0,2,dark purple
51352,1.0,17.47,202765.0,28917.0,369.0,2,dark purple
51353,0.0,91.61,202765.0,28917.0,369.0,2,dark purple
51354,2.7,56.86,202765.0,28917.0,369.0,2,dark purple
51355,0.0,19.79,202765.0,28917.0,369.0,2,dark purple
51356,6.7,99.13,202765.0,28917.0,369.0,2,dark purple
51357,2.7,157.84,202765.0,28917.0,369.0,2,dark purple
51358,3.0,167.18,202765.0,28917.0,369.0,2,dark purple
51359,0.0,188.29,202765.0,28917.0,369.0,2,dark purple
51360,0.0,96.07,202765.0,28917.0,369.0,2,dark purple
51361,2.7,137.87,202765.0,28917.0,369.0,2,dark purple
51362,3.0,106.26,202765.0,28917.0,369.0,2,dark purple
51363,1.2,79.97,202765.0,28917.0,369.0,2,dark purple
51364,6.2,151.71,202765.0,28917.0,369.0,2,dark purple
51365,1.2,752.43,202765.0,28917.0,369.0,2,dark purple
51366,6.7,71.93,202765.0,28917.0,369.0,2,dark purple
51367,3.7,47.71,202765.0,28917.0,369.0,2,dark purple
51368,0.0,46.79,202765.0,28917.0,369.0,2,dark purple
51369,2.5,87.32,202765.0,28917.0,369.0,2,dark purple
51370,11.1,18.2,202765.0,28917.0,369.0,2,dark purple
51371,2.1,192.13,202765.0,28917.0,369.0,2,dark purple
51372,2.1,264.74,202765.0,28917.0,369.0,2,dark purple
51373,6.1,49.5,202765.0,28917.0,369.0,2,dark purple
51374,6.1,47.54,202765.0,28917.0,369.0,2,dark purple
51375,0.0,241.35,202765.0,28917.0,369.0,2,dark purple
51376,4.8,62.78,202765.0,28917.0,369.0,2,dark purple
51377,22.3,61.34,202765.0,28917.0,369.0,2,dark purple
51378,22.3,25.91,202765.0,28917.0,369.0,2,dark purple
51379,2.7,103.18,202765.0,28917.0,369.0,2,dark purple
51380,2.5,43.3,202765.0,28917.0,369.0,2,dark purple
51381,1.2,48.36,202765.0,28917.0,369.0,2,dark purple
51382,2.7,23.08,202765.0,28917.0,369.0,2,dark purple
51383,9.1,87.54,202765.0,28917.0,369.0,2,dark purple
51384,9.1,150.77,202765.0,28917.0,369.0,2,dark purple
51385,22.3,108.46,202765.0,28917.0,369.0,2,dark purple
51386,6.1,71.28,202765.0,28917.0,369.0,2,dark purple
51387,11.1,37.65,202765.0,28917.0,369.0,2,dark purple
51388,9.1,32.61,202765.0,28917.0,369.0,2,dark purple
51389,0.0,133.29,202765.0,28917.0,369.0,2,dark purple
51390,1.2,234.55,202765.0,28917.0,369.0,2,dark purple
51391,6.6,280.21,202765.0,28917.0,369.0,2,dark purple
51392,2.7,285.44,202765.0,28917.0,369.0,2,dark purple
51393,2.1,0.0,202765.0,28917.0,369.0,2,dark purple
51394,3.1,0.0,202765.0,28917.0,369.0,2,dark purple
51395,6.1,44.13,202765.0,28917.0,369.0,2,dark purple
51396,6.2,108.95,202765.0,28917.0,369.0,2,dark purple
51397,6.2,114.56,202765.0,28917.0,369.0,2,dark purple
51398,1.2,526.68,202765.0,28917.0,369.0,2,dark purple
51399,2.5,44.47,202765.0,28917.0,369.0,2,dark purple
51400,6.7,30.62,202765.0,28917.0,369.0,2,dark purple
51401,2.7,170.4,202765.0,28917.0,369.0,2,dark purple
51402,1.2,336.66,202765.0,28917.0,369.0,2,dark purple
51403,6.1,68.13,202765.0,28917.0,369.0,2,dark purple
51404,2.5,7.11,202765.0,28917.0,369.0,2,dark purple
51405,6.7,61.77,202765.0,28917.0,369.0,2,dark purple
51406,0.9,161.71,202765.0,28917.0,369.0,2,dark purple
51407,9.1,89.32,202765.0,28917.0,369.0,2,dark purple
51408,0.0,75.04,202765.0,28917.0,369.0,2,dark purple
51409,6.2,221.08,202765.0,28917.0,369.0,2,dark purple
51410,0.0,33.8,202765.0,28917.0,369.0,2,dark purple
51411,6.6,85.17,202765.0,28917.0,369.0,2,dark purple
51412,6.1,134.93,202765.0,28917.0,369.0,2,dark purple
51413,0.9,103.81,202765.0,28917.0,369.0,2,dark purple
51414,0.9,72.14,202765.0,28917.0,369.0,2,dark purple
51415,3.1,50.4,202765.0,28917.0,369.0,2,dark purple
51416,11.1,201.13,202765.0,28917.0,369.0,2,dark purple
51417,6.2,79.9,202765.0,28917.0,369.0,2,dark purple
51418,3.1,162.22,202765.0,28917.0,369.0,2,dark purple
51419,0.0,0.0,202765.0,28917.0,369.0,2,dark purple
51420,6.1,84.36,202765.0,28917.0,369.0,2,dark purple
51421,11.1,70.08,202765.0,28917.0,369.0,2,dark purple
51422,6.1,67.36,202765.0,28917.0,369.0,2,dark purple
51423,0.0,148.34,202765.0,28917.0,369.0,2,dark purple
51424,0.0,130.11,202765.0,28917.0,369.0,2,dark purple
51425,2.1,68.97,202765.0,28917.0,369.0,2,dark purple
51426,6.1,66.92,202765.0,28917.0,369.0,2,dark purple
51427,6.7,51.67,202765.0,28917.0,369.0,2,dark purple
51428,9.1,79.57,202765.0,28917.0,369.0,2,dark purple
51429,0.0,82.45,202765.0,28917.0,369.0,2,dark purple
51430,2.7,68.24,202765.0,28917.0,369.0,2,dark purple
51431,22.3,39.58,202765.0,28917.0,369.0,2,dark purple
51432,0.4,60.92,202765.0,28917.0,369.0,2,dark purple
51433,0.9,0.0,202765.0,28917.0,369.0,2,dark purple
51434,0.9,10.42,202765.0,28917.0,369.0,2,dark purple
51435,3.8,31.27,202765.0,28917.0,369.0,2,dark purple
51436,3.8,76.22,202765.0,28917.0,369.0,2,dark purple
51437,3.8,0.0,202765.0,28917.0,369.0,2,dark purple
51438,4.4,0.0,202765.0,28917.0,369.0,2,dark purple
51439,4.4,11.37,202765.0,28917.0,369.0,2,dark purple
51440,4.4,19.03,202765.0,28917.0,369.0,2,dark purple
51441,4.4,0.0,202765.0,28917.0,369.0,2,dark purple
51442,4.4,11.46,202765.0,28917.0,369.0,2,dark purple
51443,4.4,53.03,202765.0,28917.0,369.0,2,dark purple
51444,4.4,69.24,202765.0,28917.0,369.0,2,dark purple
51445,0.0,18.3,202765.0,28917.0,369.0,2,dark purple
51446,0.0,55.82,202765.0,28917.0,369.0,2,dark purple
51447,1.0,0.0,202765.0,28917.0,369.0,2,dark purple
51448,1.0,15.53,202765.0,28917.0,369.0,2,dark purple
51449,0.0,0.0,202765.0,28917.0,369.0,2,dark purple
51450,0.0,20.45,202765.0,28917.0,369.0,2,dark purple
51451,0.0,4.95,202765.0,28917.0,369.0,2,dark purple
51452,0.0,25.91,202765.0,28917.0,369.0,2,dark purple
51453,0.0,187.18,202765.0,28917.0,369.0,2,dark purple
51454,0.0,0.0,202765.0,28917.0,369.0,2,dark purple
51455,2.9,0.0,202765.0,28917.0,369.0,2,dark purple
51456,2.9,0.0,202765.0,28917.0,369.0,2,dark purple
51457,2.9,35.72,202765.0,28917.0,369.0,2,dark purple
51458,2.9,44.12,202765.0,28917.0,369.0,2,dark purple
51459,2.9,63.97,202765.0,28917.0,369.0,2,dark purple
51460,1.2,48.68,202765.0,28917.0,369.0,2,dark purple
51461,1.2,10.75,202765.0,28917.0,369.0,2,dark purple
51462,3.0,52.52,202765.0,28917.0,369.0,2,dark purple
51463,3.0,0.0,202765.0,28917.0,369.0,2,dark purple
51464,3.0,8.15,202765.0,28917.0,369.0,2,dark purple
51465,0.0,0.0,202765.0,28917.0,369.0,2,dark purple
51466,3.4,325.27,202765.0,28917.0,369.0,2,dark purple
51467,3.4,0.0,202765.0,28917.0,369.0,2,dark purple
51468,3.4,16.22,202765.0,28917.0,369.0,2,dark purple
51469,3.4,51.72,202765.0,28917.0,369.0,2,dark purple
51470,3.4,26.57,202765.0,28917.0,369.0,2,dark purple
51471,3.4,21.9,202765.0,28917.0,369.0,2,dark purple
51472,3.4,26.17,202765.0,28917.0,369.0,2,dark purple
51473,3.4,90.35,202765.0,28917.0,369.0,2,dark purple
51474,3.4,57.34,202765.0,28917.0,369.0,2,dark purple
51475,3.4,52.07,202765.0,28917.0,369.0,2,dark purple
51476,3.4,75.12,202765.0,28917.0,369.0,2,dark purple
51477,2.4,27.9,202765.0,28917.0,369.0,2,dark purple
51478,0.0,58.61,202765.0,28917.0,369.0,2,dark purple
51479,0.0,0.0,202765.0,28917.0,369.0,2,dark purple
51480,19.0,45.93,202765.0,28917.0,369.0,2,dark purple
51481,19.0,87.79,202765.0,28917.0,369.0,2,dark purple
51482,19.0,105.89,202765.0,28917.0,369.0,2,dark purple
51483,19.0,27.59,202765.0,28917.0,369.0,2,dark purple
51484,0.0,6.95,202765.0,28917.0,369.0,2,dark purple
51485,0.0,16.66,202765.0,28917.0,369.0,2,dark purple
51486,2.2,21.13,202765.0,28917.0,369.0,2,dark purple
51487,2.2,39.7,202765.0,28917.0,369.0,2,dark purple
51488,2.2,54.36,202765.0,28917.0,369.0,2,dark purple
51489,2.2,21.32,202765.0,28917.0,369.0,2,dark purple
51490,0.0,19.86,202765.0,28917.0,369.0,2,dark purple
51491,0.0,2.29,202765.0,28917.0,369.0,2,dark purple
51492,0.0,162.22,202765.0,28917.0,369.0,2,dark purple
51493,0.0,64.43,202765.0,28917.0,369.0,2,dark purple
51494,0.0,18.04,202765.0,28917.0,369.0,2,dark purple
51495,0.0,9.75,202765.0,28917.0,369.0,2,dark purple
51496,0.0,17.72,202765.0,28917.0,369.0,2,dark purple
51497,1.2,67.78,202765.0,28917.0,369.0,2,dark purple
51498,1.2,49.47,202765.0,28917.0,369.0,2,dark purple
51499,1.2,0.0,202765.0,28917.0,369.0,2,dark purple
51500,1.2,7.84,202765.0,28917.0,369.0,2,dark purple
51501,0.0,15.6,202765.0,28917.0,369.0,2,dark purple
51502,0.0,50.03,202765.0,28917.0,369.0,2,dark purple
51503,2.3,4.81,202765.0,28917.0,369.0,2,dark purple
51504,2.3,32.09,202765.0,28917.0,369.0,2,dark purple
51505,2.3,7.92,202765.0,28917.0,369.0,2,dark purple
51506,0.0,49.98,202765.0,28917.0,369.0,2,dark purple
51507,0.0,11.59,202765.0,28917.0,369.0,2,dark purple
51508,2.3,0.0,202765.0,28917.0,369.0,2,dark purple
51509,2.3,29.26,202765.0,28917.0,369.0,2,dark purple
51510,2.3,29.53,202765.0,28917.0,369.0,2,dark purple
51511,2.3,70.67,202765.0,28917.0,369.0,2,dark purple
51512,0.0,72.79,202765.0,28917.0,369.0,2,dark purple
51513,0.0,109.71,202765.0,28917.0,369.0,2,dark purple
51514,0.0,45.18,202765.0,28917.0,369.0,2,dark purple
51515,0.0,32.98,202765.0,28917.0,369.0,2,dark purple
51516,2.1,46.38,202765.0,28917.0,369.0,2,dark purple
51517,2.1,0.0,202765.0,28917.0,369.0,2,dark purple
51518,2.1,27.59,202765.0,28917.0,369.0,2,dark purple
51519,2.1,0.0,202765.0,28917.0,369.0,2,dark purple
51520,0.0,75.04,202765.0,28917.0,369.0,2,dark purple
51521,0.0,13.0,202765.0,28917.0,369.0,2,dark purple
51522,8.7,0.0,202765.0,28917.0,369.0,2,dark purple
51523,8.7,10.01,202765.0,28917.0,369.0,2,dark purple
51524,2.3,32.16,202765.0,28917.0,369.0,2,dark purple
51525,2.3,12.17,202765.0,28917.0,369.0,2,dark purple
51526,2.3,0.0,202765.0,28917.0,369.0,2,dark purple
51527,2.3,6.43,202765.0,28917.0,369.0,2,dark purple
51528,2.3,24.88,202765.0,28917.0,369.0,2,dark purple
51529,2.3,69.68,202765.0,28917.0,369.0,2,dark purple
51530,1.5,17.2,202765.0,28917.0,369.0,2,dark purple
51531,1.5,49.99,202765.0,28917.0,369.0,2,dark purple
51532,1.5,84.52,202765.0,28917.0,369.0,2,dark purple
51533,1.5,28.93,202765.0,28917.0,369.0,2,dark purple
51534,1.5,83.61,202765.0,28917.0,369.0,2,dark purple
51535,1.2,13.63,202765.0,28917.0,369.0,2,dark purple
51536,1.3,25.0,202765.0,28917.0,369.0,2,dark purple
51537,1.3,60.28,202765.0,28917.0,369.0,2,dark purple
51538,1.3,396.5,202765.0,28917.0,369.0,2,dark purple
51539,1.3,6.17,202765.0,28917.0,369.0,2,dark purple
51540,1.3,0.0,202765.0,28917.0,369.0,2,dark purple
51541,0.9,9.3,202765.0,28917.0,369.0,2,dark purple
51542,0.0,0.0,202765.0,28917.0,369.0,2,dark purple
51543,0.0,20.45,202765.0,28917.0,369.0,2,dark purple
51544,0.0,4.95,202765.0,28917.0,369.0,2,dark purple
51545,0.0,51.83,202765.0,28917.0,369.0,2,dark purple
51546,0.4,181.71,202765.0,28917.0,369.0,2,dark purple
51547,0.4,4.17,202765.0,28917.0,369.0,2,dark purple
51548,0.0,18.83,202765.0,28917.0,369.0,2,dark purple
51549,0.0,19.85,202765.0,28917.0,369.0,2,dark purple
51550,0.0,21.35,202765.0,28917.0,369.0,2,dark purple
51551,0.0,6.09,202765.0,28917.0,369.0,2,dark purple
51552,0.0,52.61,202765.0,28917.0,369.0,2,dark purple
51553,0.0,0.0,202765.0,28917.0,369.0,2,dark purple
51554,0.0,0.0,202765.0,28917.0,369.0,2,dark purple
51555,0.0,0.0,202765.0,28917.0,369.0,2,dark purple
51556,0.0,4.91,202765.0,28917.0,369.0,2,dark purple
51557,0.0,31.82,202765.0,28917.0,369.0,2,dark purple
51558,0.0,0.0,202765.0,28917.0,369.0,2,dark purple
51559,7.6,36.09,202765.0,28917.0,369.0,2,dark purple
51560,7.6,56.83,202765.0,28917.0,369.0,2,dark purple
51561,7.6,0.0,202765.0,28917.0,369.0,2,dark purple
51562,7.6,53.52,202765.0,28917.0,369.0,2,dark purple
51563,0.0,0.0,202765.0,28917.0,369.0,2,dark purple
51564,0.0,83.73,202765.0,28917.0,369.0,2,dark purple
51565,0.0,9.93,202765.0,28917.0,369.0,2,dark purple
51566,0.0,6.87,202765.0,28917.0,369.0,2,dark purple
51567,0.0,9.01,202765.0,28917.0,369.0,2,dark purple
51568,0.0,82.75,202765.0,28917.0,369.0,2,dark purple
51569,0.0,0.0,202765.0,28917.0,369.0,2,dark purple
51570,0.0,24.34,202765.0,28917.0,369.0,2,dark purple
51571,0.0,17.91,202765.0,28917.0,369.0,2,dark purple
51572,0.0,4.08,202765.0,28917.0,369.0,2,dark purple
51573,0.0,0.0,202765.0,28917.0,369.0,2,dark purple
51574,0.0,0.0,202765.0,28917.0,369.0,2,dark purple
51575,4.6,17.97,202765.0,28917.0,369.0,2,dark purple
51576,4.6,0.0,202765.0,28917.0,369.0,2,dark purple
51577,4.6,51.35,202765.0,28917.0,369.0,2,dark purple
51578,4.4,27.56,202765.0,28917.0,369.0,2,dark purple
51579,4.4,29.81,202765.0,28917.0,369.0,2,dark purple
51580,0.9,17.54,202765.0,28917.0,369.0,2,dark purple
51581,0.9,11.37,202765.0,28917.0,369.0,2,dark purple
51582,0.9,31.72,202765.0,28917.0,369.0,2,dark purple
51583,0.9,0.0,202765.0,28917.0,369.0,2,dark purple
51584,0.9,13.1,202765.0,28917.0,369.0,2,dark purple
51585,0.9,0.0,202765.0,28917.0,369.0,2,dark purple
51586,0.9,0.0,202765.0,28917.0,369.0,2,dark purple
51587,0.7,6.98,202765.0,28917.0,369.0,2,dark purple
51588,0.0,18.04,202765.0,28917.0,369.0,2,dark purple
51589,0.0,39.01,202765.0,28917.0,369.0,2,dark purple
51590,0.0,0.0,202765.0,28917.0,369.0,2,dark purple
51591,0.0,85.22,202765.0,28917.0,369.0,2,dark purple
51592,2.5,1.47,202765.0,28917.0,369.0,2,dark purple
51593,2.5,18.45,202765.0,28917.0,369.0,2,dark purple
51594,2.5,54.07,202765.0,28917.0,369.0,2,dark purple
51595,2.5,10.28,202765.0,28917.0,369.0,2,dark purple
51596,2.5,0.0,202765.0,28917.0,369.0,2,dark purple
51597,2.7,8.98,202765.0,28917.0,369.0,2,dark purple
51598,2.7,0.0,202765.0,28917.0,369.0,2,dark purple
51599,2.7,36.68,202765.0,28917.0,369.0,2,dark purple
51600,0.0,24.37,202765.0,28917.0,369.0,2,dark purple
51601,2.3,28.28,202765.0,28917.0,369.0,2,dark purple
51602,2.3,54.61,202765.0,28917.0,369.0,2,dark purple
51603,2.3,1.08,202765.0,28917.0,369.0,2,dark purple
51604,2.3,22.25,202765.0,28917.0,369.0,2,dark purple
51605,2.3,23.77,202765.0,28917.0,369.0,2,dark purple
51606,2.3,41.36,202765.0,28917.0,369.0,2,dark purple
51607,0.0,22.97,202765.0,28917.0,369.0,2,dark purple
51608,0.0,48.03,202765.0,28917.0,369.0,2,dark purple
51609,0.0,300.04,202765.0,28917.0,369.0,2,dark purple
51610,0.0,0.0,202765.0,28917.0,369.0,2,dark purple
51611,0.9,0.0,202765.0,28917.0,369.0,2,dark purple
51612,0.9,9.62,202765.0,28917.0,369.0,2,dark purple
51613,0.9,72.21,202765.0,28917.0,369.0,2,dark purple
51614,1.2,13.63,202765.0,28917.0,369.0,2,dark purple
51615,0.0,0.0,202765.0,28917.0,369.0,2,dark purple
51616,0.0,2.29,202765.0,28917.0,369.0,2,dark purple
51617,0.0,0.0,202765.0,28917.0,369.0,2,dark purple
51618,0.0,0.0,202765.0,28917.0,369.0,2,dark purple
51619,0.0,14.84,202765.0,28917.0,369.0,2,dark purple
51620,0.0,25.91,202765.0,28917.0,369.0,2,dark purple
51621,0.0,0.0,202765.0,28917.0,369.0,2,dark purple
51622,2.5,27.58,202765.0,28917.0,369.0,2,dark purple
51623,2.5,0.0,202765.0,28917.0,369.0,2,dark purple
51624,3.0,17.51,202765.0,28917.0,369.0,2,dark purple
51625,3.0,0.0,202765.0,28917.0,369.0,2,dark purple
51626,3.0,0.0,202765.0,28917.0,369.0,2,dark purple
51627,0.0,18.83,202765.0,28917.0,369.0,2,dark purple
51628,0.9,65.42,202765.0,28917.0,369.0,2,dark purple
51629,0.9,2.08,202765.0,28917.0,369.0,2,dark purple
51630,3.9,59.47,202765.0,28917.0,369.0,2,dark purple
51631,3.9,279.1,202765.0,28917.0,369.0,2,dark purple
51632,1.2,22.59,202765.0,28917.0,369.0,2,dark purple
51633,1.2,8.24,202765.0,28917.0,369.0,2,dark purple
51634,1.2,236.58,202765.0,28917.0,369.0,2,dark purple
51635,1.2,88.81,202765.0,28917.0,369.0,2,dark purple
51636,1.9,12.4,202765.0,28917.0,369.0,2,dark purple
51637,1.9,78.22,202765.0,28917.0,369.0,2,dark purple
51638,1.9,25.8,202765.0,28917.0,369.0,2,dark purple
51639,1.9,41.66,202765.0,28917.0,369.0,2,dark purple
51640,1.9,48.53,202765.0,28917.0,369.0,2,dark purple
51641,4.9,20.42,202765.0,28917.0,369.0,2,dark purple
51642,4.9,21.65,202765.0,28917.0,369.0,2,dark purple
51643,4.9,34.59,202765.0,28917.0,369.0,2,dark purple
51644,4.9,7.11,202765.0,28917.0,369.0,2,dark purple
51645,0.0,7.76,202765.0,28917.0,369.0,2,dark purple
51646,0.0,0.0,202765.0,28917.0,369.0,2,dark purple
51647,1.2,13.91,202765.0,28917.0,369.0,2,dark purple
51648,1.2,23.28,202765.0,28917.0,369.0,2,dark purple
51649,0.0,0.0,202765.0,28917.0,369.0,2,dark purple
51650,0.0,8.34,202765.0,28917.0,369.0,2,dark purple
51651,0.0,6.95,202765.0,28917.0,369.0,2,dark purple
51652,0.0,116.63,202765.0,28917.0,369.0,2,dark purple
51653,2.2,0.0,202765.0,28917.0,369.0,2,dark purple
51654,2.2,15.01,202765.0,28917.0,369.0,2,dark purple
51655,1.1,0.0,202765.0,28917.0,369.0,2,dark purple
51656,1.1,13.78,202765.0,28917.0,369.0,2,dark purple
51657,7.1,171.22,202765.0,28917.0,369.0,2,dark purple
51658,5.1,65.42,202765.0,28917.0,369.0,2,dark purple
51659,0.0,36.6,202765.0,28917.0,369.0,2,dark purple
51660,6.9,151.73,202765.0,28917.0,369.0,2,dark purple
51661,4.9,61.34,202765.0,28917.0,369.0,2,dark purple
51662,6.3,191.54,202765.0,28917.0,369.0,2,dark purple
51663,10.5,226.28,202765.0,28917.0,369.0,2,dark purple
51664,17.5,144.81,202765.0,28917.0,369.0,2,dark purple
51665,5.6,102.23,202765.0,28917.0,369.0,2,dark purple
51666,13.3,60.6,202765.0,28917.0,369.0,2,dark purple
51667,0.0,98.51,202765.0,28917.0,369.0,2,dark purple
51668,3.0,70.03,202765.0,28917.0,369.0,2,dark purple
51669,3.0,75.39,202765.0,28917.0,369.0,2,dark purple
51670,18.4,52.71,202765.0,28917.0,369.0,2,dark purple
51671,0.0,83.19,202765.0,28917.0,369.0,2,dark purple
51672,9.9,317.27,202765.0,28917.0,369.0,2,dark purple
51673,6.4,168.06,202765.0,28917.0,369.0,2,dark purple
51674,0.0,111.64,202765.0,28917.0,369.0,2,dark purple
51675,18.4,90.69,202765.0,28917.0,369.0,2,dark purple
51676,17.5,82.45,202765.0,28917.0,369.0,2,dark purple
51677,5.6,158.33,202765.0,28917.0,369.0,2,dark purple
51678,13.3,52.61,202765.0,28917.0,369.0,2,dark purple
51679,10.5,116.05,202765.0,28917.0,369.0,2,dark purple
51680,6.3,111.87,202765.0,28917.0,369.0,2,dark purple
51681,5.6,54.23,202765.0,28917.0,369.0,2,dark purple
51682,3.0,134.53,202765.0,28917.0,369.0,2,dark purple
51683,14.2,83.31,202765.0,28917.0,369.0,2,dark purple
51684,6.9,63.15,202765.0,28917.0,369.0,2,dark purple
51685,6.4,140.49,202765.0,28917.0,369.0,2,dark purple
51686,6.4,124.97,202765.0,28917.0,369.0,2,dark purple
51687,6.9,165.81,202765.0,28917.0,369.0,2,dark purple
51688,6.3,121.07,202765.0,28917.0,369.0,2,dark purple
51689,10.5,158.15,202765.0,28917.0,369.0,2,dark purple
51690,7.1,173.54,202765.0,28917.0,369.0,2,dark purple
51691,8.2,53.9,202765.0,28917.0,369.0,2,dark purple
51692,0.0,50.03,202765.0,28917.0,369.0,2,dark purple
51693,12.8,209.29,202765.0,28917.0,369.0,2,dark purple
51694,13.3,204.71,202765.0,28917.0,369.0,2,dark purple
51695,0.0,131.8,202765.0,28917.0,369.0,2,dark purple
51696,0.0,111.26,202765.0,28917.0,369.0,2,dark purple
51697,18.4,181.98,202765.0,28917.0,369.0,2,dark purple
51698,7.7,88.61,202765.0,28917.0,369.0,2,dark purple
51699,7.7,17.65,202765.0,28917.0,369.0,2,dark purple
51700,9.9,197.53,202765.0,28917.0,369.0,2,dark purple
51701,13.3,82.46,202765.0,28917.0,369.0,2,dark purple
51702,12.8,92.27,202765.0,28917.0,369.0,2,dark purple
51703,13.3,144.19,202765.0,28917.0,369.0,2,dark purple
51704,6.9,76.78,202765.0,28917.0,369.0,2,dark purple
51705,6.3,184.75,202765.0,28917.0,369.0,2,dark purple
51706,4.0,208.42,202765.0,28917.0,369.0,2,dark purple
51707,6.4,153.37,202765.0,28917.0,369.0,2,dark purple
51708,8.2,97.7,202765.0,28917.0,369.0,2,dark purple
51709,18.4,227.25,202765.0,28917.0,369.0,2,dark purple
51710,7.7,82.76,202765.0,28917.0,369.0,2,dark purple
51711,7.1,177.15,202765.0,28917.0,369.0,2,dark purple
51712,0.0,17.91,202765.0,28917.0,369.0,2,dark purple
51713,13.3,84.84,202765.0,28917.0,369.0,2,dark purple
51714,5.1,122.93,202765.0,28917.0,369.0,2,dark purple
51715,6.4,137.55,202765.0,28917.0,369.0,2,dark purple
51716,7.1,195.24,202765.0,28917.0,369.0,2,dark purple
51717,13.0,93.59,202765.0,28917.0,369.0,2,dark purple
51718,4.0,190.66,202765.0,28917.0,369.0,2,dark purple
51719,0.0,27.41,202765.0,28917.0,369.0,2,dark purple
51720,1.5,43.01,202765.0,28917.0,369.0,2,dark purple
51721,1.5,45.82,202765.0,28917.0,369.0,2,dark purple
51722,1.5,59.06,202765.0,28917.0,369.0,2,dark purple
51723,1.5,11.02,202765.0,28917.0,369.0,2,dark purple
51724,1.5,77.54,202765.0,28917.0,369.0,2,dark purple
51725,2.0,0.0,202765.0,28917.0,369.0,2,dark purple
51726,2.0,0.0,202765.0,28917.0,369.0,2,dark purple
51727,2.0,0.0,202765.0,28917.0,369.0,2,dark purple
51728,0.0,0.0,202765.0,28917.0,369.0,2,dark purple
51729,0.0,0.0,202765.0,28917.0,369.0,2,dark purple
51730,0.0,31.72,202765.0,28917.0,369.0,2,dark purple
51731,0.0,0.0,202765.0,28917.0,369.0,2,dark purple
51732,0.0,6.55,202765.0,28917.0,369.0,2,dark purple
51733,0.0,0.0,202765.0,28917.0,369.0,2,dark purple
51734,0.0,23.08,202765.0,28917.0,369.0,2,dark purple
51735,2.0,9.92,202765.0,28917.0,369.0,2,dark purple
51736,2.0,7.76,202765.0,28917.0,369.0,2,dark purple
51737,0.0,244.03,202765.0,28917.0,369.0,2,dark purple
